id,adjusted,age,bmi,cohort1,cohort2,cohort3,cohort4,endurancecat,endurancespeed,female,footwear,group,injury,k5_d,k5_di,k5_ti,k5_ti_adj,k5_tr,k10_d,k10_di,k10_ti,k10_ti_adj,k10_tr,m5_d,m5_di,m5_ti,m5_ti_adj,m5_tr,m10_d,m10_di,m10_ti,m10_ti_adj,m10_tr,mh_d,mh_di,mh_ti,mh_ti_adj,mh_tr,mf_d,mf_di,mf_ti,mf_ti_adj,mf_tr,max,sprint,tempo,typical,model1_time,model2_time
189,1,16,21.15354919,,,,,3,8,0,2,1,1,5000,3,1122,1122,2,,,,,,8045,3,2131,2131,2,,,,,,,,,,,,,,,,55,1,1,50,,
190,1,35,28.25022507,1,1,,,1,2,0,1,1,1,,,,,,,,,,,,,,,,,,,,,21097.5,2,6009,5952.043945,2,42195,4,13147,13317.12402,2,52,0,1,40,,
191,1,24,21.75764084,,,,,2,3,1,2,1,1,5000,4,1354,1362.776367,2,,,,,,,,,,,,,,,,21097.5,3,6848,6848,2,,,,,,35,0,1,30,,
192,1,26,21.5213356,,,,,1,1,0,2,1,1,5000,2,1053,1028.5354,3,,,,,,8045,2,1660,1623.500366,2,,,,,,21097.5,4,4470,4564.615723,2,,,,,,85,0,0,70,,
193,1,43,22.80591202,1,1,1,1,2,3,0,2,1,1,5000,4,1054,1059.310425,2,,,,,,,,,,,,,,,,21097.5,4,5052,5173.191895,2,42195,3,11107,11107,2,63,1,1,53,,
194,1,36,23.52446938,,,,,3,7,0,1,3,1,5000,1,1600,,3,,,,,,8045,2,2401,2325.383789,2,,,,,,21097.5,2,5833,5779.316406,1,,,,,,30,1,0,20,,
195,1,33,25.11189079,1,1,,,2,3,0,1,3,1,,,,,,,,,,,,,,,,,,,,,21097.5,3,5307,5307,2,42195,4,11056,11176.06543,1,58,1,1,40,197.3569794,
196,1,33,26.25741768,,,,,1,2,0,2,3,2,5000,4,1368,1376.959351,2,10000,4,2839,2903.348145,2,,,,,,,,,,,21097.5,3,6430,6430,2,,,,,,25,0,1,20,,
197,1,49,22.13814735,1,,1,,1,1,0,2,1,1,5000,2,1210,1177.807861,1,10000,2,2600,2583.504395,1,,,,,,,,,,,,,,,,42195,2,14570,14494.59668,2,60,1,1,46,,
198,1,49,25.95398712,,,,,2,3,0,2,2,1,5000,3,1447,1447,2,,,,,,,,,,,16090,3,5184,5184,2,21097.5,5,6571,,2,,,,,,35,1,1,27,,
199,1,25,22.35768318,1,,,,2,3,0,2,2,2,,,,,,,,,,,,,,,,16090,3,3170,3170,1,,,,,,42195,2,9301,9270.213867,2,80,0,0,70,,
200,1,28,20.77922058,1,1,1,1,2,3,1,2,3,1,,,,,,10000,3,2343,2343,2,,,,,,,,,,,21097.5,3,5210,5210,2,42195,2,10691,10650.3457,2,85,1,1,70,184.3559723,185.8263855
201,1,29,21.43887711,,,,,3,8,1,1,3,2,,,,,,10000,4,3240,3324.079102,3,,,,,,,,,,,21097.5,4,7030,7266.894531,2,,,,,,25.5,1,1,25,,
202,1,39,21.70493698,1,1,1,1,2,3,1,2,2,1,5000,4,1614,1626.485962,2,,,,,,,,,,,,,,,,21097.5,2,7768,7673.081543,1,42195,4,15971,16222.75977,1,38,0,1,30,,
203,1,30,26.98863602,,,,,2,3,1,2,1,3,5000,3,1794,1794.000122,2,10000,3,4448,4448,2,,,,,,16090,3,7283,7282.999512,3,,,,,,,,,,,11,0,0,10,,
204,1,36,23.23830032,,,,,2,4,1,2,1,1,5000,3,1437,1437,2,,,,,,,,,,,,,,,,21097.5,4,6876,7102.462402,2,,,,,,25,0,0,20,,
205,1,28,31.25,,,,,2,5,1,2,1,1,5000,3,1737,1737,2,10000,3,3364,3363.999756,2,,,,,,,,,,,21097.5,2,8098,7994.898438,1,,,,,,20.10000038,0,0,16,,
206,1,37,27.07126808,,,,,2,3,0,3,3,1,5000,4,1189,1195.762207,1,,,,,,8045,4,2078,2164.661377,3,,,,,,21097.5,3,5729,5729,1,,,,,,20,1,0,20,,
207,1,34,26.6810112,,,,,2,3,1,2,1,1,5000,3,2040,2040,3,10000,3,3364,3363.999756,1,,,,,,,,,,,21097.5,4,8540,8892.139648,2,,,,,,13,0,1,20,,
208,1,23,22.80591202,1,,1,,2,3,0,2,2,1,5000,4,949,953.3029175,1,,,,,,8045,3,1600,1600,1,,,,,,,,,,,42195,3,10353,10353,2,70,0,1,60,,
209,1,47,24.48979568,1,,,,2,4,0,2,1,1,5000,3,1203,1203.000122,1,,,,,,,,,,,,,,,,,,,,,42195,3,12111,12111,1,55,1,0,47,,
210,1,32,29.34202003,1,1,,,1,1,0,2,1,1,,,,,,,,,,,,,,,,,,,,,21097.5,2,6420,6355.027832,2,42195,4,12600,12756.17871,2,38,1,0,30,,
211,1,31,23.30241394,1,1,,,1,1,1,2,3,3,,,,,,,,,,,,,,,,,,,,,21097.5,2,5523,5474.847168,2,42195,3,12123,12123,2,50,1,0,38,203.6023712,
212,1,29,23.90596962,,,,,2,3,0,2,2,1,5000,3,1647,1647,2,,,,,,,,,,,,,,,,21097.5,4,7347,7606.134766,2,,,,,,22,0,0,16,,
213,1,34,29.32920837,,,,,1,1,1,2,2,2,,,,,,10000,3,4687,4687,2,,,,,,,,,,,21097.5,2,10175,10012.75879,2,,,,,,20,0,0,15,,
214,1,43,25.23407936,1,1,,,1,2,0,2,2,1,,,,,,,,,,,,,,,,,,,,,21097.5,3,6480,6480,2,42195,2,13800,13732.33789,1,52,1,1,40,,
215,1,28,24.23761749,,,,,2,3,0,2,1,2,5000,3,1523,1523,3,,,,,,,,,,,,,,,,21097.5,2,6900,6825.006348,2,,,,,,30,0,0,25,,
216,1,38,20.41903305,1,1,1,1,2,5,1,2,3,2,,,,,,,,,,,8045,2,2135,2075.000977,2,,,,,,21097.5,3,5868,5868,2,42195,2,13120,13058.82617,1,62,1,1,55,209.3684998,212.1121979
217,1,36,22.91344261,1,1,1,1,2,4,0,2,2,2,5000,3,1033,1033,1,,,,,,,,,,,,,,,,21097.5,2,5148,5106.139648,3,42195,2,12423,12368.13965,3,55,0,0,30,,
218,1,30,23.23830032,,,,,2,3,1,2,1,1,5000,4,1592,1604.146729,2,,,,,,,,,,,,,,,,21097.5,2,7712,7618.436523,1,,,,,,22,0,0,18,,
219,1,29,21.83592224,,,,,1,1,0,1,3,1,,,,,,10000,3,2375,2375,2,8045,1,1845,,1,,,,,,21097.5,4,5250,5381.000488,2,,,,,,25,1,0,20,,
220,1,43,19.64085388,1,,,,1,2,0,2,3,1,5000,2,1346,1306.283325,1,,,,,,,,,,,,,,,,21097.5,1,6325,,1,42195,2,11622,11573.97266,1,57,0,0,40,222.8300171,
221,1,34,23.89610291,,,,,2,3,0,2,1,2,,,,,,,,,,,8045,3,2378,2378,2,16090,3,5144,5144,2,,,,,,,,,,,25,0,1,25,,
222,1,20,22.2178154,,,,,3,7,0,1,1,1,5000,4,1065,1070.422119,1,10000,3,2316,2316,2,,,,,,,,,,,21097.5,2,5400,5353.959473,2,,,,,,35,1,1,30,,
223,1,33,20.81165504,,,,,2,3,1,2,2,2,5000,4,1045,1050.219849,2,10000,2,2219,2206.973389,2,,,,,,,,,,,21097.5,3,5120,5120,3,,,,,,50,0,0,40,,
224,1,27,22.20552635,,,,,1,1,1,1,2,1,5000,2,1492,1443.355591,1,,,,,,,,,,,,,,,,21097.5,4,6764,6983.027344,1,,,,,,16,1,1,12,,
225,1,35,25.16514397,1,,1,,1,1,1,3,2,1,5000,3,1463,1463,1,10000,3,3122,3122,1,,,,,,,,,,,,,,,,42195,4,14453,14658.86719,1,35,1,0,25,,
226,1,33,30.18465805,,,,,3,7,1,2,1,2,5000,3,1809,1809,4,10000,3,3810,3810,3,,,,,,,,,,,21097.5,2,8650,8532.46582,3,,,,,,25,0,0,20,,
227,1,27,20.3689785,,,,,2,3,1,2,1,2,,,,,,10000,3,3300,3300,2,,,,,,16090,4,6240,6586.931152,2,,,,,,,,,,,3,1,1,20,,
228,1,31,24.93506622,,,,,2,3,0,2,2,1,,,,,,,,,,,8045,3,2700,2700,3,16090,3,5700,5700,3,,,,,,,,,,,20,0,0,10,,
229,1,27,28.13294601,,,,,2,5,0,2,2,1,5000,4,1382,1391.144287,1,,,,,,,,,,,,,,,,21097.5,3,7023,7023,2,,,,,,32,1,1,25,,
230,1,51,34.34582138,1,1,,,1,1,0,2,2,1,,,,,,,,,,,,,,,,,,,,,21097.5,3,8160,8160.000488,2,42195,3,18960,18960,2,45,0,1,35,,
231,1,32,23.45410728,,,,,2,3,1,2,3,1,5000,4,1650,1663.051514,2,,,,,,,,,,,,,,,,21097.5,4,7794,8086.25293,2,,,,,,44,1,1,35,,
232,1,28,23.47361565,1,1,1,1,2,5,0,2,1,1,5000,3,1050,1050,2,,,,,,,,,,,,,,,,21097.5,3,4950,4950,2,42195,2,11010,10966.8877,3,72,1,1,62,,
233,1,39,22.84348106,1,,,,2,4,0,2,1,1,,,,,,10000,4,2290,2331.684814,1,,,,,,,,,,,,,,,,42195,2,11148,11103.80273,1,40,1,1,35,,
234,1,30,24.44100571,,,,,2,4,0,2,2,1,,,,,,10000,4,2428,2474.911621,3,,,,,,16090,2,3757,3668.701416,1,21097.5,3,5326,5326,2,,,,,,15,0,0,30,,
235,1,32,24.78664017,,,,,2,3,0,2,2,1,5000,5,1560,,2,10000,2,4076,4035.60498,3,,,,,,,,,,,21097.5,3,8919,8919,2,,,,,,12,0,0,14,,
236,1,30,18.939394,,,,,2,4,0,1,3,1,5000,4,1085,1090.628174,3,,,,,,,,,,,16090,3,3825,3825,3,21097.5,3,4920,4920,2,,,,,,50,0,1,35,,
237,1,32,28.13294601,,,,,1,1,0,2,2,1,5000,3,1296,1296,2,,,,,,,,,,,,,,,,21097.5,3,6936,6936,2,,,,,,22,1,1,15,,
238,1,31,20.3689785,1,1,1,1,2,4,1,1,2,1,5000,4,1468,1478.322021,3,,,,,,,,,,,,,,,,21097.5,3,6765,6765.000488,2,42195,3,15009,15009,2,41,0,0,36,,
239,1,54,21.2900238,1,1,1,1,1,2,0,2,1,2,5000,3,1041,1041,1,,,,,,,,,,,,,,,,21097.5,3,4738,4738,1,42195,2,10081,10044.84473,1,100,1,0,90,,
240,1,45,26.41929436,,,,,3,7,0,2,3,1,5000,2,1740,1674.196899,2,,,,,,,,,,,16090,3,6900,6899.999512,2,,,,,,,,,,,25,0,0,20,,
241,1,42,19.97483444,,,,,1,2,1,2,3,1,,,,,,,,,,,8045,3,2252,2252,2,16090,3,4875,4875,2,,,,,,,,,,,50,0,0,40,,
242,1,46,23.64034653,,,,,3,7,0,2,2,1,5000,4,1174,1180.592285,1,,,,,,,,,,,,,,,,21097.5,2,5700,5648.725586,2,,,,,,55,1,1,45,,
243,1,26,23.04032135,,,,,2,5,1,2,1,1,5000,3,1335,1335,3,10000,3,2642,2642,1,,,,,,,,,,,21097.5,4,6137,6316.763672,1,,,,,,40,0,1,35,,
244,1,26,30.05259323,1,1,,,1,2,1,2,1,1,,,,,,,,,,,,,,,,,,,,,21097.5,3,6984,6984,1,42195,2,15743,15655.00391,1,32,1,0,25,,
245,1,38,21.69139481,1,1,1,1,2,3,0,2,2,2,5000,4,995,999.7312012,2,,,,,,,,,,,,,,,,21097.5,2,4641,4606.952148,2,42195,2,9627,9594.021484,2,105,1,1,90,,
246,1,34,25.04382706,1,1,,,2,3,0,2,3,1,,,,,,,,,,,,,,,,,,,,,21097.5,3,6960,6960,4,42195,4,10780,10894.11426,1,50,0,1,35,252.6043243,
247,1,35,24.09897804,,,,,1,2,1,2,1,2,5000,4,1870,1886.781494,2,,,,,,,,,,,,,,,,21097.5,2,7870,7772.587891,1,,,,,,15,0,0,10,,
248,1,18,20.31658554,,,,,1,1,0,1,2,1,5000,3,978,978,1,10000,2,2282,2269.282715,3,,,,,,,,,,,21097.5,3,6612,6612,4,,,,,,8,0,0,0,,
249,1,31,20.55720139,1,1,1,1,1,1,1,2,1,2,,,,,,10000,3,2550,2550,2,,,,,,,,,,,21097.5,4,5536,5681.860352,2,42195,2,12493,12437.52051,2,35,0,0,30,,
250,1,50,22.60793114,1,1,1,1,2,3,0,1,3,1,,,,,,10000,4,2472,2520.644287,1,,,,,,,,,,,21097.5,3,5782,5782,2,42195,4,12052,12194.81152,1,68,1,1,60,204.82901,206.8279724
251,1,20,19.29499054,,,,,2,3,0,2,1,1,5000,3,898,898,1,10000,2,1884,1875.323486,1,8045,2,1548,1516.21228,2,,,,,,,,,,,,,,,,98,1,1,90,,
252,1,45,22.62626266,1,1,,,1,1,0,2,3,1,,,,,,,,,,,,,,,,16090,1,3810,,1,21097.5,4,4830,4940.658203,1,42195,2,10593,10553.08594,1,65,1,1,45,183.6763916,
253,1,36,22.33406639,1,,1,,2,4,0,2,3,1,5000,4,897,900.8433838,1,,,,,,,,,,,16090,3,3105,3105,1,,,,,,42195,4,8777,8852.5,1,86,1,1,70,151.7623901,149.5056763
254,1,31,25.89813232,,,,,1,1,0,2,1,1,5000,3,1500,1500,2,,,,,,,,,,,,,,,,21097.5,3,7620,7620,2,,,,,,12,0,0,25,,
255,1,35,22.26345062,,,,,1,2,1,2,1,1,5000,4,2134,2155.88208,3,10000,3,4043,4043,2,,,,,,,,,,,,,,,,,,,,,13,0,0,10,,
256,1,32,20.74412727,,,,,3,6,0,2,2,1,,,,,,10000,2,3003,2981.016113,2,8045,3,2472,2472,4,,,,,,,,,,,,,,,,33,1,1,25,,
257,1,37,21.91380501,,,,,4,9,0,2,2,3,5000,3,1256,1256,3,,,,,,8045,2,2229,2163.682373,3,,,,,,,,,,,,,,,,25,1,1,20,,
258,1,27,23.20066833,1,,,,3,8,0,1,2,1,5000,4,1260,1267.59668,2,,,,,,,,,,,,,,,,,,,,,42195,3,12960,12960,2,60,0,1,50,,
259,1,39,23.49176788,1,1,,,2,4,1,2,3,2,,,,,,,,,,,,,,,,,,,,,21097.5,3,7037,7036.999512,2,42195,2,17660,17549.3418,2,55,0,1,40,252.0729065,
260,1,42,24.85795403,,,,,3,7,0,2,1,1,5000,1,1234,,3,10000,3,2328,2328,2,8045,3,1947,1947,3,,,,,,,,,,,,,,,,35,1,1,30,,
261,1,34,22.26345062,1,1,1,1,1,2,0,2,1,1,5000,3,1045,1045,2,,,,,,,,,,,,,,,,21097.5,3,4690,4690,1,42195,3,10425,10425,1,60,0,1,40,,
262,1,30,21.38588142,,,,,2,3,1,1,1,1,,,,,,10000,3,3153,3153,2,,,,,,,,,,,21097.5,4,6936,7166.498047,2,,,,,,55,1,0,40,,
263,1,47,25.66305733,1,1,1,1,2,4,0,1,3,1,5000,3,1198,1198,1,,,,,,,,,,,,,,,,21097.5,3,5606,5606,1,42195,3,11898,11898,1,38,1,1,28,211.9212799,208.2796783
264,1,24,21.5213356,,,,,2,3,0,2,2,2,,,,,,,,,,,8045,3,1610,1610,1,16090,4,3602,3714.946289,2,,,,,,42195,1,10528,,2,85,1,1,65,,
265,1,26,19.10643196,,,,,3,7,0,2,2,2,5000,3,869,869,2,,,,,,8045,3,1456,1456,2,,,,,,,,,,,,,,,,95,1,1,70,,
266,1,32,21.07606697,,,,,2,5,0,1,1,1,5000,4,1095,1100.732666,2,,,,,,,,,,,16090,3,3822,3822,2,21097.5,3,5370,5370,2,,,,,,30,1,1,25,,
267,1,44,27.9035244,,,,,2,3,0,2,1,1,5000,2,1287,1250.641846,2,10000,2,2537,2521.291748,2,,,,,,,,,,,21097.5,2,6250,6188.406738,2,,,,,,44,1,1,30,,
268,1,44,19.62345314,1,1,,,1,1,1,2,3,1,,,,,,,,,,,,,,,,,,,,,21097.5,4,4569,4667.899414,1,42195,2,9838,9803.563477,2,22,1,1,85,164.1891022,
269,1,27,31.33895493,,,,,3,7,1,2,3,1,,,,,,10000,3,4115,4115,2,,,,,,16090,3,6534,6534,2,,,,,,,,,,,17,1,0,10,,
270,1,35,22.91344261,1,1,1,1,2,5,0,1,1,1,,,,,,,,,,,8045,4,1617,1668.994263,2,,,,,,21097.5,2,4560,4527.125977,3,42195,2,10137,10100.44238,2,65,1,1,58,,
271,1,29,25.79427338,,,,,1,2,1,2,1,1,5000,4,1670,1683.371094,1,,,,,,,,,,,,,,,,21097.5,4,9496,9933.411133,3,,,,,,12,0,0,6,,
272,1,28,26.69023323,,,,,2,4,0,1,3,3,5000,2,1275,1239.307251,3,,,,,,,,,,,16090,3,4531,4531,2,,,,,,,,,,,24,0,1,20,,
273,1,38,26.50887489,,,,,1,2,0,2,2,1,,,,,,10000,3,2760,2760,3,,,,,,,,,,,21097.5,3,6090,6090,2,,,,,,20,1,0,15,,
274,1,36,22.97629166,1,1,,,1,1,0,2,3,1,,,,,,,,,,,,,,,,,,,,,21097.5,3,7957,7957,2,42195,3,15508,15508,2,38,0,0,35,283.1791992,
275,1,53,23.00556564,1,,,,2,3,0,1,3,1,,,,,,10000,2,2475,2460.047852,2,,,,,,,,,,,,,,,,42195,4,12255,12402.69238,2,50,1,1,35,204.5349731,
276,1,27,28.05836296,,,,,2,4,0,2,1,1,5000,3,1623,1623,2,10000,2,3662,3629.361328,2,,,,,,,,,,,21097.5,2,9012,8884.495117,2,,,,,,20,0,0,18,,
277,1,39,31.84507942,,,,,2,3,1,2,1,1,5000,4,1799,1814.526123,2,10000,2,4424,4376.452637,3,,,,,,,,,,,,,,,,,,,,,13,0,0,13,,
278,1,53,25.89813232,,,,,3,6,0,2,2,2,5000,4,1345,1353.659668,2,,,,,,8045,4,2366,2479.000732,3,,,,,,21097.5,3,6425,6425,2,,,,,,25,0,0,20,,
279,1,37,20.34231186,1,1,1,1,1,1,0,1,3,1,,,,,,10000,3,2321,2321,2,,,,,,,,,,,21097.5,4,5241,5371.546387,2,42195,4,11352,11478.61719,1,50,0,1,45,197.6724396,194.6009827
280,1,32,24.85795403,1,1,1,1,2,4,1,2,1,1,5000,4,1361,1369.867676,2,,,,,,,,,,,,,,,,21097.5,2,6692,6621.436523,2,42195,4,14400,14604.34961,2,40,0,0,25,,
281,1,37,23.46041107,1,1,1,1,1,1,1,2,2,3,5000,4,1589,1601.100708,1,,,,,,,,,,,,,,,,21097.5,3,7380,7380,1,42195,4,17160,17450.98242,1,40,1,0,35,,
282,1,36,21.06158638,,,,,1,2,1,2,1,3,5000,2,1498,1448.970093,1,,,,,,,,,,,,,,,,21097.5,4,6679,6892.470215,1,,,,,,37,1,0,31,,
283,1,38,21.18406296,1,,,,2,4,0,2,2,2,5000,3,1210,1210,2,,,,,,,,,,,,,,,,,,,,,42195,2,12005,11953.76172,1,52,1,1,45,,
284,1,26,22.14966202,,,,,2,3,1,2,2,1,5000,3,1980,1980,2,,,,,,,,,,,,,,,,21097.5,4,6536,6740.287109,2,,,,,,21,0,0,16,,
285,1,24,21.06158638,1,1,,,2,3,1,2,1,3,,,,,,,,,,,,,,,,,,,,,21097.5,2,6493,6426.549805,2,42195,2,13530,13464.95313,2,60,1,1,40,,
286,1,42,25.65335846,,,,,2,4,1,2,1,1,5000,4,2292,2317.261475,2,10000,2,4440,4392.110352,2,8045,3,4440,4440,3,,,,,,,,,,,,,,,,22,1,0,20,,
287,1,33,22.44668961,,,,,2,3,0,2,1,1,5000,3,1327,1327,2,,,,,,,,,,,,,,,,21097.5,3,6540,6540,2,,,,,,25,0,0,20,,
288,1,34,24.30183029,1,,1,,2,4,0,2,1,2,5000,4,1285,1292.901978,3,10000,2,2473,2458.072021,1,,,,,,,,,,,,,,,,42195,3,12507,12507,1,40,0,0,35,,
289,1,35,24.85795403,1,1,1,1,2,3,1,2,1,3,5000,4,1585,1597.039673,2,,,,,,,,,,,,,,,,21097.5,2,6963,6886.638184,2,42195,2,15527,15441.39453,2,40,1,1,30,,
290,1,25,23.08238602,1,1,1,1,2,4,1,2,2,1,5000,2,1130,1101.87439,2,,,,,,,,,,,,,,,,21097.5,4,5229,5358.941406,1,42195,2,12048,11996.39453,2,60,0,1,50,,
291,1,36,27.2949028,,,,,1,2,0,1,3,1,5000,2,1620,1562.811157,2,10000,4,3360,3450.509521,2,,,,,,,,,,,,,,,,,,,,,8,1,0,25,,
292,1,36,24.47160149,,,,,2,3,0,2,1,1,5000,3,1386,1386,2,,,,,,,,,,,,,,,,21097.5,3,6538,6538,1,,,,,,25,1,0,20,,
293,1,38,19.7888031,,,,,2,3,0,1,2,1,,,,,,,,,,,8045,4,1560,1608.338501,2,,,,,,21097.5,2,4413,4382.204102,3,,,,,,50,1,1,40,,
294,1,50,26.58068466,,,,,2,5,0,1,1,1,,,,,,,,,,,8045,3,2684,2684,2,,,,,,21097.5,3,6804,6804,2,,,,,,30,0,0,25,,
295,1,34,20.70289803,,,,,1,1,1,2,2,1,5000,3,1213,1213,1,,,,,,,,,,,,,,,,21097.5,3,5525,5525,1,,,,,,58,1,1,50,,
296,1,26,20.05374146,,,,,2,3,1,2,2,2,5000,3,1680,1680,2,,,,,,,,,,,16090,3,6600,6600,2,,,,,,,,,,,21,1,0,15,,
297,1,23,21.33333397,,,,,2,5,0,2,1,1,5000,1,912,,2,10000,2,1797,1789.104614,2,8045,3,1454,1454,2,,,,,,,,,,,,,,,,50,0,1,45,,
298,1,33,25.39178848,,,,,3,6,0,1,2,1,5000,4,1338,1346.569458,2,10000,4,2833,2897.073242,2,,,,,,,,,,,,,,,,,,,,,15,0,1,12,,
299,1,29,23.23830032,,,,,2,3,1,1,2,1,,,,,,,,,,,,,,,,16090,3,6912,6912.000488,3,21097.5,2,9005,8877.692383,3,,,,,,12,0,0,15,,
300,1,31,23.80480194,,,,,2,5,1,2,1,1,5000,3,2400,2400,3,,,,,,,,,,,,,,,,21097.5,3,8400,8400,3,,,,,,30,0,0,20,,
301,1,30,21.69922447,1,,1,,1,2,1,2,2,2,5000,4,1067,1072.442505,1,10000,4,2169,2206.359863,1,,,,,,,,,,,,,,,,42195,3,10334,10334,2,85,1,1,70,,
302,1,37,28.49721718,1,,,,2,3,0,2,1,1,5000,4,1372,1381.012085,2,,,,,,,,,,,,,,,,,,,,,42195,4,16474,16742.00195,1,50,0,0,35,,
303,1,26,22.19460106,1,1,1,1,2,4,1,2,1,2,5000,2,1813,1741.672852,3,,,,,,,,,,,,,,,,21097.5,3,9009,9009,4,42195,3,20355,20355,2,35,1,0,10,,
304,1,24,20.81165504,,,,,2,3,1,2,2,1,,,,,,10000,2,3394,3365.945557,2,,,,,,16090,4,5544,5816.166992,2,21097.5,3,7511,7511,1,,,,,,25,0,0,15,,
305,1,25,21.87161064,,,,,3,6,1,2,2,1,5000,4,1525,1536.142212,2,10000,4,3356,3446.29126,2,,,,,,,,,,,21097.5,3,7646,7646,2,,,,,,28,0,0,15,,
306,1,43,27.5420742,,,,,1,2,0,2,1,1,,,,,,10000,3,2988,2988,2,,,,,,16090,3,5040,5040,2,21097.5,4,6480,6680.747559,2,,,,,,50,0,0,30,,
307,1,29,21.87164688,,,,,2,3,1,2,3,1,,,,,,,,,,,,,,,,16090,3,5700,5700,2,21097.5,2,6900,6825.006348,2,,,,,,20,1,1,15,,
308,1,47,24.69135857,,,,,2,3,0,2,1,2,,,,,,10000,3,2932,2932,2,,,,,,16090,2,4863,4716.078613,2,,,,,,,,,,,36,1,1,28,,
309,1,33,21.23309135,1,,,,1,2,0,3,2,1,5000,4,1125,1131.052002,1,,,,,,,,,,,,,,,,,,,,,42195,2,11440,11393.46191,1,65,1,1,60,,
310,1,32,23.00556564,,,,,2,3,1,2,3,1,5000,4,1828,1844.033081,2,,,,,,8045,2,3069,2946.528564,2,,,,,,,,,,,,,,,,20,0,0,20,,
311,1,33,21.06158638,,,,,2,4,0,1,1,1,5000,3,1167,1167,2,10000,3,2539,2539,2,,,,,,,,,,,21097.5,2,5601,5551.483887,2,,,,,,22,1,1,18,,
312,1,27,24.95965385,,,,,1,1,1,2,2,2,5000,3,1530,1530,2,,,,,,8045,4,2557,2689.492188,3,,,,,,,,,,,,,,,,15,0,0,15,,
313,1,37,21.69139481,1,,1,,2,3,0,2,3,1,5000,4,982,986.6081543,1,10000,4,2043,2076.112549,1,,,,,,,,,,,,,,,,42195,3,9290,9290,1,108,1,1,95,160.2535858,159.5636749
314,1,30,27.52437782,,,,,2,3,0,2,1,1,,,,,,10000,3,3658,3658,1,,,,,,,,,,,21097.5,2,8882,8758.12207,1,,,,,,32,0,0,31,,
315,1,26,19.44146538,1,1,1,1,2,5,1,2,3,1,,,,,,10000,3,3047,3047,2,,,,,,,,,,,21097.5,4,6778,6997.949219,2,42195,2,16226,16132.53711,2,30,0,0,20,262.9334412,260.2332764
316,1,40,24.09897804,,,,,1,2,0,1,3,2,,,,,,,,,,,,,,,,16090,4,5262,5506.572754,4,21097.5,3,6711,6711,2,,,,,,25,0,0,20,,
317,1,29,22.70362473,,,,,3,6,1,2,3,1,5000,4,1749,1763.671631,1,10000,3,3056,3056,1,,,,,,,,,,,,,,,,,,,,,5,0,0,2,,
318,1,37,23.00556564,1,1,1,1,1,1,1,2,1,2,5000,3,1540,1540,2,,,,,,,,,,,,,,,,21097.5,3,7037,7036.999512,2,42195,2,16636,16537.76758,2,60,1,1,45,,
319,1,19,21.5213356,,,,,2,4,0,2,1,1,5000,3,1065,1065,2,,,,,,8045,2,1735,1695.167236,2,,,,,,,,,,,,,,,,60,1,0,40,,
320,1,24,20.91937065,,,,,2,4,0,2,3,1,,,,,,10000,3,2656,2656,3,,,,,,16090,4,4380,4548.14502,2,21097.5,3,5904,5904,2,,,,,,25,0,0,15,,
321,1,26,23.97016907,,,,,1,1,1,2,3,1,,,,,,,,,,,,,,,,16090,2,8340,7917.012695,2,21097.5,2,10260,10095.05859,2,,,,,,14,0,0,8,,
322,1,24,24.30183029,1,1,,,1,2,1,2,1,1,,,,,,,,,,,,,,,,,,,,,21097.5,3,6950,6949.999512,1,42195,3,16660,16660,1,34,1,0,28,,
323,1,23,20.41903305,1,1,1,1,2,3,1,2,3,1,,,,,,10000,2,3414,3385.615234,3,,,,,,,,,,,21097.5,2,8100,7996.848633,2,42195,3,17153,17153,2,35,0,0,20,295.9064026,295.5419312
324,1,39,26.71614075,,,,,1,2,0,2,3,2,5000,4,1064,1069.411865,2,,,,,,,,,,,16090,3,3750,3750,2,,,,,,,,,,,45,1,1,40,,
325,1,44,21.68908119,1,,,,1,2,1,2,1,1,,,,,,10000,3,3287,3287,1,,,,,,,,,,,,,,,,42195,3,15060,15060,1,55,1,0,40,,
326,1,32,19.92143822,1,1,1,1,2,5,0,2,2,2,,,,,,10000,2,2290,2277.193848,3,,,,,,,,,,,21097.5,2,5000,4960.50293,2,42195,3,10080,10080,2,67,1,1,55,,
327,1,30,25.92195129,,,,,2,5,1,2,1,1,5000,4,1648,1661.019775,3,10000,4,3484,3581.410156,3,,,,,,,,,,,,,,,,,,,,,7,0,0,20,,
328,1,41,21.38588142,1,,,,1,1,0,2,3,3,,,,,,,,,,,,,,,,16090,2,5880,5666.550293,2,,,,,,42195,3,15617,15617,2,48,0,0,40,268.1991272,
329,1,55,26.63352203,,,,,1,2,1,2,2,2,5000,1,2426,,2,10000,3,4445,4445,2,,,,,,,,,,,21097.5,3,9694,9694,2,,,,,,21,0,0,15,,
330,1,32,26.20307159,1,1,1,1,2,3,1,2,1,2,,,,,,10000,4,3092,3168.482666,2,,,,,,,,,,,21097.5,3,6790,6790,2,42195,3,14313,14313,2,33.59999847,1,1,27,,
331,1,27,23.24191475,,,,,2,3,0,2,3,1,5000,3,1444,1444,2,10000,3,3100,3100,2,,,,,,,,,,,,,,,,,,,,,20,0,0,15,,
332,1,27,25.65335846,,,,,3,7,1,2,2,1,5000,3,1740,1740,3,10000,2,3660,3627.396729,4,,,,,,,,,,,,,,,,,,,,,10,0,0,3,,
