id,adjusted,age,bmi,cohort1,cohort2,cohort3,cohort4,endurancecat,endurancespeed,female,footwear,group,injury,k5_d,k5_di,k5_ti,k5_ti_adj,k5_tr,k10_d,k10_di,k10_ti,k10_ti_adj,k10_tr,m5_d,m5_di,m5_ti,m5_ti_adj,m5_tr,m10_d,m10_di,m10_ti,m10_ti_adj,m10_tr,mh_d,mh_di,mh_ti,mh_ti_adj,mh_tr,mf_d,mf_di,mf_ti,mf_ti_adj,mf_tr,max,sprint,tempo,typical,model1_time,model2_time
1635,1,31,23.64955711,1,1,,,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,21097.5,3,6359,6359,1,42195,4,13230,13402.29297,2,50,1,1,30,,
1636,1,33,25.96857071,1,,,,1,2,0,2,3,2,5000,3,1230,1230,3,,,,,,,,,,,,,,,,,,,,,42195,3,12540,12540,2,40,0,1,35,213.5114136,
1637,1,70,20.48413086,1,1,1,1,1,1,1,2,2,2,,,,,,,,,,,,,,,,16090,4,5692,5979.269043,2,21097.5,4,7510,7780.97168,2,42195,3,16691,16691,2,48,1,1,40,,
1638,1,19,19.64085388,,,,,2,3,0,2,1,2,5000,4,969,973.4865723,1,,,,,,8045,3,1665,1665,1,,,,,,,,,,,,,,,,72,1,1,60,,
1639,1,26,25.04382706,1,,,,1,2,0,2,2,1,5000,3,1100,1100,1,,,,,,,,,,,,,,,,,,,,,42195,4,12000,12141.5752,1,40,0,1,28,,
1640,1,38,24.44100571,,,,,1,1,1,2,1,2,5000,3,2180,2180,2,,,,,,,,,,,,,,,,21097.5,3,10763,10763,2,,,,,,20,0,0,18,,
1641,1,36,21.06158638,,,,,2,4,0,2,1,1,,,,,,10000,2,2315,2301.91333,2,,,,,,,,,,,21097.5,4,4980,5097.72168,2,,,,,,48,1,1,40,,
1642,1,70,26.42340279,1,,,,2,4,0,1,3,2,,,,,,10000,2,3480,3450.511719,4,,,,,,,,,,,,,,,,42195,3,17340,17340,2,35,1,1,20,285.236908,
1643,1,47,22.16610718,1,,,,1,2,0,2,2,1,5000,3,1221,1221,2,,,,,,,,,,,,,,,,,,,,,42195,3,12265,12265,1,55,1,1,45,,
1644,1,33,24.52615929,,,,,2,3,0,1,1,2,5000,4,1092,1097.701294,1,10000,2,2653,2635.827148,2,,,,,,,,,,,21097.5,2,5520,5471.899414,1,,,,,,18,1,1,37,,
1645,1,50,25.97402573,,,,,1,1,0,1,3,1,5000,4,1260,1267.59668,1,10000,3,2580,2580,1,,,,,,,,,,,,,,,,,,,,,20,0,1,15,,
1646,1,51,22.53944397,,,,,2,4,1,2,2,1,5000,3,1732,1732,2,,,,,,,,,,,,,,,,21097.5,3,8073,8072.999512,2,,,,,,42,1,1,35,,
1647,1,45,22.76068687,,,,,3,7,0,1,1,1,5000,3,1042,1042,2,10000,4,2177,2214.638672,2,,,,,,,,,,,21097.5,2,4801,4764.573242,2,,,,,,55,0,1,45,,
1648,1,41,25.16514397,,,,,2,3,1,2,1,3,5000,3,1673,1673,2,10000,3,3198,3198,2,,,,,,,,,,,21097.5,2,7980,7879.863281,2,,,,,,21,0,0,15,,
1649,1,47,18.32382584,1,,1,,2,3,1,2,1,2,5000,3,1427,1427,2,,,,,,,,,,,16090,2,4584,4453.227051,2,,,,,,42195,4,12184,12329.97656,2,80,0,0,50,,
1650,1,35,21.94683647,1,1,1,1,2,3,1,2,1,3,,,,,,,,,,,8045,3,2686,2686,1,,,,,,21097.5,3,7121,7121,2,42195,2,17870,17756.70508,2,30,0,0,25,,
1651,1,28,18.75529671,1,,,,2,3,0,1,2,1,5000,4,1005,1009.827026,2,,,,,,,,,,,16090,5,3192,,1,,,,,,42195,4,9742,9835.101563,2,75,1,1,70,,
1652,1,52,21.66193008,,,,,2,5,1,1,1,1,,,,,,,,,,,8045,4,2570,2703.878174,1,,,,,,21097.5,4,7421,7685.475098,2,,,,,,18,0,0,12,,
1653,1,35,23.64960861,,,,,2,5,1,1,2,1,5000,3,1342,1342,2,10000,3,2815,2815,2,,,,,,,,,,,21097.5,2,6472,6405.977051,1,,,,,,30,0,0,25,,
1654,1,33,26.56954765,,,,,2,4,1,2,3,1,,,,,,10000,2,3636,3603.820801,1,,,,,,,,,,,21097.5,4,8220,8545.741211,1,,,,,,35,1,1,25,,
1655,1,19,21.24975014,,,,,2,4,0,1,3,1,5000,3,1074,1074,2,,,,,,8045,4,1724,1783.229004,2,,,,,,,,,,,,,,,,35,0,1,30,,
1656,1,33,22.0466156,1,,,,2,3,0,2,3,1,5000,4,1122,1128.019775,2,,,,,,,,,,,,,,,,,,,,,42195,3,11055,11055,2,35,1,1,28,200.2571564,
1657,1,41,23.16774559,,,,,1,1,1,1,3,1,5000,4,1596,1608.208008,2,10000,4,3447,3542.32373,1,,,,,,,,,,,21097.5,1,7822,,1,,,,,,32,1,1,22,,
1658,1,34,22.19460106,,,,,1,2,1,2,3,1,5000,1,1653,,2,10000,2,3439,3410.199463,2,,,,,,,,,,,21097.5,2,8909,8784.373047,2,,,,,,28,1,0,20,,
1659,1,46,23.12047768,,,,,2,4,1,2,2,1,5000,3,1556,1556,2,,,,,,,,,,,,,,,,21097.5,3,6976,6976.000488,2,,,,,,47,1,1,25,,
1660,1,35,27.54821014,1,1,,,2,3,1,2,2,1,,,,,,,,,,,,,,,,,,,,,21097.5,3,9293,9293,3,42195,3,22186,22186,2,24,1,0,18,,
1661,1,42,20.41903305,,,,,1,1,1,2,3,1,5000,3,1520,1520,2,,,,,,,,,,,,,,,,21097.5,3,7500,7500,2,,,,,,40,1,1,27,,
1662,1,31,19.97297096,1,1,1,1,1,2,1,2,3,2,5000,4,1451,1461.083496,1,,,,,,,,,,,,,,,,21097.5,4,6612,6821.141602,2,42195,4,14307,14508.7002,2,42,0,0,30,251.0965729,252.9985962
1663,1,35,22.65063095,,,,,2,3,0,2,1,1,5000,4,1217,1224.085449,2,,,,,,8045,4,2152,2245.081787,2,,,,,,,,,,,42195,1,19813,,3,48,0,0,40,,
1664,1,48,20.41903305,1,,1,,3,6,1,2,3,3,5000,2,1237,1203.375122,2,,,,,,,,,,,16090,4,4173,4325.351074,2,,,,,,42195,3,11777,11777,2,56,1,1,43,211.4969177,214.280899
1665,1,43,18.28758621,1,,,,1,1,0,1,3,2,,,,,,,,,,,8045,3,2300,2300,2,,,,,,,,,,,42195,2,15243,15160.48926,2,49,0,1,45,231.5732422,
1666,1,42,22.03365898,1,1,1,1,3,6,1,2,2,1,5000,3,1251,1251,1,,,,,,,,,,,,,,,,21097.5,2,5863,5808.765625,1,42195,2,12619,12562.39844,1,38,1,1,35,,
1667,1,28,22.57785988,,,,,2,3,0,2,1,1,5000,4,1730,1744.353271,2,10000,3,3240,3240,2,,,,,,,,,,,,,,,,,,,,,12,0,0,10,,
1668,1,37,22.54975891,,,,,2,3,1,2,3,1,5000,3,1879,1878.999878,3,10000,4,4050,4182.231445,3,,,,,,,,,,,,,,,,,,,,,14,0,0,6,,
1669,1,36,24.73716545,,,,,2,4,1,1,3,1,5000,3,1716,1715.999878,2,,,,,,,,,,,,,,,,21097.5,4,8192,8515.481445,2,,,,,,24,0,0,20,,
1670,1,43,24.55106735,,,,,2,3,0,2,2,2,5000,3,1110,1110,3,10000,3,2350,2350,3,,,,,,,,,,,,,,,,,,,,,40,0,1,35,,
1671,1,56,24.48979568,1,1,1,1,2,3,0,2,1,1,,,,,,10000,3,3330,3329.999756,1,,,,,,,,,,,21097.5,2,7440,7352.882813,2,42195,4,16440,16706.88672,2,35,1,1,25,,
1672,1,31,21.30681801,,,,,2,3,1,2,3,1,5000,4,1234,1241.2854,1,,,,,,,,,,,,,,,,21097.5,4,5744,5901.182617,1,,,,,,42,1,0,36,,
1673,1,60,20.92764473,1,1,1,1,2,3,0,2,3,1,,,,,,,,,,,,,,,,16090,2,6840,6552.864258,2,21097.5,3,9000,9000,2,42195,2,17880,17766.57813,1,40,0,0,33,315.7293701,327.3434448
1674,1,60,27.55586243,1,,,,1,1,0,1,2,1,,,,,,10000,4,3600,3704.101807,3,,,,,,,,,,,,,,,,42195,3,17520,17520,2,33,0,0,26,,
1675,1,35,22.19460106,1,,,,1,2,1,2,2,1,5000,3,1336,1336,2,,,,,,,,,,,,,,,,21097.5,5,5900,,2,42195,3,13127,13127,1,50,1,0,45,,
1676,1,37,23.91919327,,,,,2,5,0,2,1,1,,,,,,10000,4,3128,3206.296631,2,8045,4,2490,2615.469727,2,,,,,,21097.5,4,6976,7209.208984,2,,,,,,12,0,0,20,,
1677,1,40,23.84960938,1,,,,2,3,0,1,2,1,,,,,,10000,3,2355,2355,2,,,,,,,,,,,,,,,,42195,3,11100,11100,2,55,1,1,40,,
1678,1,43,20.29381943,,,,,2,4,1,2,3,1,5000,2,1514,1463.93457,2,10000,2,2878,2857.802002,2,,,,,,,,,,,21097.5,4,6025,6198.169434,1,,,,,,27,1,1,20,,
1679,1,25,24.04452515,,,,,3,7,0,2,3,1,5000,4,935,939.1765747,2,,,,,,8045,4,1627,1679.64978,2,,,,,,,,,,,,,,,,15,0,0,12,,
1680,1,35,23.64960861,,,,,3,8,1,2,2,1,5000,3,1483,1483,1,,,,,,,,,,,16090,2,5580,5387.418457,2,21097.5,2,7076,6997.153809,1,,,,,,30,1,1,25,,
1681,1,45,21.32435608,,,,,2,3,0,2,1,1,5000,4,1187,1193.739502,2,10000,3,2520,2520,2,,,,,,,,,,,21097.5,3,5966,5966,2,,,,,,10,1,1,20,,
1682,1,36,23.45083618,,,,,3,6,0,2,1,3,5000,3,1082,1082,2,,,,,,,,,,,,,,,,21097.5,3,5209,5209,2,,,,,,45,1,0,40,,
1683,1,52,26.42340279,,,,,2,3,0,2,2,2,5000,3,1547,1547,3,,,,,,8045,4,2701,2849.268066,3,,,,,,,,,,,,,,,,20,0,0,14,,
1684,1,44,24.5955925,1,1,,,2,3,1,2,3,1,,,,,,,,,,,,,,,,,,,,,21097.5,2,6600,6531.353516,1,42195,2,14400,14326.34082,2,40,1,0,30,241.7230072,
1685,1,30,21.30681801,1,1,1,1,1,2,1,2,2,2,,,,,,10000,3,2972,2972,1,,,,,,,,,,,21097.5,3,6663,6663,1,42195,3,14043,14043,1,34,1,1,18,,
1686,1,20,20.77922058,,,,,2,3,0,2,2,2,5000,4,936,940.1856079,1,10000,4,1947,1977.050659,1,,,,,,16090,1,3527,,2,,,,,,,,,,,90,0,1,80,,
1687,1,31,24.55106735,1,1,,,2,5,0,2,2,3,,,,,,,,,,,,,,,,,,,,,21097.5,2,5644,5593.724121,2,42195,4,13321,13495.68652,3,50,0,0,25,,
1688,1,46,26.7323513,,,,,2,5,0,1,2,1,5000,3,1180,1180,2,,,,,,8045,3,1980,1980,2,,,,,,21097.5,2,5918,5862.748047,2,,,,,,22,0,1,20,,
1689,1,30,24.18745041,1,1,,,2,3,1,2,2,1,,,,,,,,,,,,,,,,,,,,,21097.5,3,5640,5640,2,42195,2,11940,11889.31445,2,65,1,0,55,,
1690,1,27,21.04377174,,,,,2,4,0,1,3,3,5000,1,1025,,2,10000,2,2118,2107.040527,1,,,,,,,,,,,21097.5,3,4804,4804,3,,,,,,12,0,0,10,,
1691,1,27,20.91937065,1,,1,,2,4,0,2,1,1,5000,4,1010,1014.875244,2,,,,,,,,,,,16090,2,3553,3473.929443,1,,,,,,42195,3,9665,9665,1,85,0,1,75,,
1692,1,59,24.1929512,,,,,3,8,0,2,2,1,5000,3,1410,1410,2,,,,,,8045,3,2535,2535,1,,,,,,,,,,,,,,,,30,0,1,15,,
1693,1,30,32.05609894,,,,,1,2,1,2,3,2,5000,3,2230,2230,3,10000,5,4561,,2,,,,,,,,,,,21097.5,3,10437,10437,2,,,,,,18,0,1,13,,
1694,1,46,20.31199646,,,,,3,7,1,1,1,1,5000,4,1415,1424.587769,2,,,,,,,,,,,16090,3,4831,4831,2,21097.5,4,6789,7009.675781,2,,,,,,30,1,1,20,,
1695,1,45,25.79951668,1,1,,,2,4,1,2,2,1,,,,,,,,,,,,,,,,,,,,,21097.5,4,8055,8367.545898,2,42195,3,17340,17340,2,34,0,0,20,,
1696,1,30,21.30681801,,,,,2,5,1,2,1,3,5000,3,1364,1364,2,10000,2,2935,2913.996826,3,,,,,,16090,4,4762,4961.420898,4,,,,,,,,,,,0,0,0,0,,
1697,1,43,22.50635719,1,,1,,1,2,0,2,1,1,5000,2,1208,1175.91272,3,,,,,,,,,,,16090,2,4114,4008.359375,1,,,,,,42195,4,12274,12422.15332,2,52,1,0,37,,
1698,1,47,25.04382706,1,,,,1,1,1,2,1,1,5000,5,1454,,2,10000,3,4080,4080,3,,,,,,,,,,,,,,,,42195,3,15660,15660,1,40,0,0,25,,
1699,1,28,24.04452515,1,,,,2,4,0,2,1,1,5000,3,1271,1271,1,,,,,,,,,,,,,,,,,,,,,42195,3,13378,13378,2,41,1,1,35,,
1700,1,48,26.63352203,,,,,1,2,1,2,3,1,,,,,,10000,3,3404,3404,1,,,,,,16090,3,5571,5571,1,21097.5,4,7097,7338.509277,1,,,,,,41,0,0,35,,
1701,1,43,23.30609322,,,,,2,4,0,2,2,1,5000,3,1307,1307,2,10000,3,2920,2920,2,,,,,,,,,,,,,,,,,,,,,24,0,1,18,,
1702,1,39,26.41929436,1,1,,,1,2,0,1,1,1,,,,,,,,,,,,,,,,,,,,,21097.5,3,6300,6300,2,42195,4,13520,13699.98145,2,55,0,1,45,,
1703,1,44,25.20478821,,,,,2,3,0,2,1,2,5000,3,1364,1364,1,10000,2,2874,2853.85791,1,,,,,,,,,,,,,,,,,,,,,10,0,1,8,,
1704,1,34,23.08238602,,,,,1,2,1,2,1,2,,,,,,,,,,,8045,4,2358,2470.219727,2,,,,,,21097.5,4,6126,6305.110352,2,,,,,,30,0,1,26,,
1705,1,40,21.38588142,,,,,2,3,1,2,3,1,5000,4,1630,1642.73584,1,,,,,,,,,,,16090,2,5686,5486.163574,1,,,,,,,,,,,21,0,0,15,,
1706,1,27,22.60793114,,,,,3,8,0,2,2,1,5000,2,1170,1139.874634,1,,,,,,8045,3,2079,2079,2,,,,,,21097.5,3,6335,6335,3,,,,,,51,1,1,45,,
1707,1,45,23.5923233,1,1,,,2,3,0,2,1,1,,,,,,,,,,,,,,,,,,,,,21097.5,2,4980,4940.816895,2,42195,3,11040,11040,2,55,0,1,40,,
1708,1,26,24.69330025,,,,,2,4,1,2,2,1,5000,4,1785,1800.284424,2,10000,3,3900,3899.999756,3,,,,,,,,,,,,,,,,,,,,,8,0,1,7,,
1709,1,30,22.44668961,1,,,,2,4,0,2,1,2,,,,,,10000,4,2560,2612.205811,2,,,,,,,,,,,,,,,,42195,3,13200,13200,2,30,1,0,22,,
1710,1,36,25.89813232,,,,,2,4,0,2,1,1,,,,,,10000,2,2674,2656.555176,2,,,,,,16090,3,4595,4595,2,,,,,,,,,,,22,1,0,18,,
1711,1,43,25.97402573,1,,,,1,1,0,2,1,3,5000,3,1440,1440,3,,,,,,,,,,,,,,,,,,,,,42195,3,14220,14220.00098,1,36,0,0,28,,
1712,1,34,23.37423897,1,1,1,1,1,2,1,2,3,2,,,,,,10000,3,2570,2570,2,,,,,,,,,,,21097.5,3,5353,5353,1,42195,2,12070,12018.20703,2,60,0,1,45,197.0758514,198.4968719
1713,1,41,22.5825634,,,,,2,3,0,3,2,1,,,,,,10000,3,2730,2730,2,,,,,,,,,,,21097.5,2,6198,6137.422852,3,,,,,,70,0,0,50,,
1714,1,29,20.522686,1,1,1,1,2,4,1,2,2,1,5000,3,1220,1220,1,,,,,,,,,,,,,,,,21097.5,2,5849,5795.022949,2,42195,2,13326,13262.89453,2,31,0,1,20,,
1715,1,29,25.04382706,,,,,2,3,1,2,3,2,5000,3,1684,1684,2,,,,,,,,,,,,,,,,21097.5,3,8892,8892,4,,,,,,11,0,0,6,,
1716,1,32,21.38588142,,,,,2,3,1,2,2,1,5000,4,1697,1710.808838,2,,,,,,8045,3,2478,2478,2,,,,,,21097.5,4,6976,7209.208984,1,,,,,,26,1,1,25,,
1717,1,28,24.83164978,,,,,2,3,0,1,1,2,5000,3,1064,1064,2,10000,2,2273,2260.382568,2,8045,3,1784,1784,2,,,,,,,,,,,,,,,,55,1,1,50,,
1718,1,43,23.43504143,,,,,2,3,0,2,2,1,,,,,,10000,3,2863,2863,2,,,,,,16090,3,4699,4699,2,21097.5,3,6334,6334,2,,,,,,60,0,0,58,,
1719,1,30,22.51829529,1,1,,,1,1,0,1,3,1,,,,,,,,,,,,,,,,,,,,,21097.5,2,6060,6002.077637,2,42195,3,13440,13440,1,60,0,0,40,219.8349762,
1720,1,27,20.15620995,1,1,1,1,3,6,1,2,3,1,5000,3,1335,1335,2,,,,,,,,,,,,,,,,21097.5,2,6247,6185.46582,2,42195,2,13328,13264.87598,2,42,0,0,35,228.0026398,228.5010681
1721,1,26,25.92195129,,,,,1,2,1,2,2,1,5000,3,2130,2130,2,,,,,,,,,,,,,,,,21097.5,3,9779,9779,2,,,,,,24,0,0,18,,
1722,1,45,24.27201653,,,,,2,5,0,1,2,2,,,,,,10000,4,2690,2747.702393,2,,,,,,,,,,,21097.5,3,5952,5952,2,,,,,,60,1,1,37,,
1723,1,35,25.27348328,1,1,,,1,2,0,2,2,1,,,,,,,,,,,,,,,,,,,,,21097.5,4,6780,7000.081543,3,42195,2,14354,14280.80957,1,35,1,1,25,,
1724,1,48,22.4551754,1,1,,,2,5,1,2,1,3,,,,,,,,,,,,,,,,,,,,,21097.5,4,7629,7908.787598,1,42195,2,18667,18543.4082,2,14,1,0,18,,
1725,1,29,21.66193008,,,,,2,3,0,2,1,1,5000,3,1044,1044,3,10000,4,2165,2202.221191,2,,,,,,,,,,,,,,,,,,,,,47,1,1,40,,
1726,1,31,22.76068687,1,,1,,2,3,0,2,1,1,5000,2,1200,1168.330811,3,10000,3,2250,2250,1,,,,,,,,,,,,,,,,42195,3,12300,12300,2,50,0,0,15,,
1727,1,29,20.25152397,,,,,2,3,1,2,3,1,5000,4,1175,1181.603516,1,,,,,,,,,,,,,,,,21097.5,3,5447,5447,1,,,,,,54,1,1,47,,
1728,1,41,26.7320137,1,1,,,2,5,0,2,1,3,,,,,,,,,,,,,,,,,,,,,21097.5,4,5852,6015.23291,2,42195,2,13032,12971.64258,2,22,0,1,20,,
1729,1,35,22.87336349,,,,,1,2,1,2,3,1,5000,3,1416,1416,2,10000,3,2990,2990,2,,,,,,,,,,,21097.5,2,7035,6957.060059,3,,,,,,9,1,1,25,,
1730,1,47,23.74960518,,,,,1,2,1,2,3,1,5000,3,1644,1644,1,10000,2,3585,3553.713379,1,,,,,,,,,,,21097.5,1,7685,,1,,,,,,23,1,1,20,,
1731,1,26,22.89402771,,,,,3,6,1,2,3,3,5000,3,1532,1532,4,,,,,,8045,2,2513,2430.286133,3,16090,4,5220,5460.594238,3,,,,,,,,,,,15,0,0,7,,
1732,1,28,21.49645615,1,1,,,1,1,0,2,1,2,,,,,,,,,,,,,,,,,,,,,21097.5,2,4459,4427.561035,2,42195,3,9363,9363,1,71,1,1,64,,
1733,1,53,23.37423897,1,,1,,2,3,0,2,3,1,5000,3,1318,1318,4,,,,,,,,,,,16090,3,4231,4231,2,,,,,,42195,2,13321,13257.94141,2,47,0,1,40,208.6638031,215.185791
1734,1,24,20.91937065,,,,,2,3,0,2,1,1,,,,,,,,,,,,,,,,16090,4,3930,4064.837646,2,21097.5,2,5330,5285.140625,2,,,,,,30,1,1,30,,
1735,1,23,22.91344261,1,,,,2,4,0,2,3,2,5000,4,1228,1235.214478,2,,,,,,,,,,,,,,,,,,,,,42195,2,17587,17477.25391,3,20,0,0,20,220.793808,
1736,1,33,22.35768318,1,,1,,2,3,0,1,2,2,5000,3,1122,1122,2,10000,3,2388,2388,2,,,,,,,,,,,,,,,,42195,3,11467,11467,2,78,0,1,60,,
1737,1,61,22.91344261,,,,,2,3,0,2,3,1,5000,2,1375,1333.579834,2,10000,3,2880,2880,2,,,,,,,,,,,,,,,,,,,,,35,0,1,30,,
1738,1,44,20.86985588,1,,,,1,2,1,2,1,1,5000,3,1462,1462,2,,,,,,,,,,,,,,,,,,,,,42195,4,15458,15693.72656,2,50,0,0,40,,
1739,1,34,22.92771912,,,,,1,1,0,2,2,1,,,,,,10000,2,3750,3715.781006,1,,,,,,16090,2,6124,5892.815918,1,,,,,,,,,,,20,0,0,15,,
1740,1,32,24.48979568,1,1,1,1,3,7,0,2,3,1,5000,3,985,984.999939,2,,,,,,,,,,,,,,,,21097.5,2,4528,4495.583984,1,42195,2,9787,9752.918945,1,83,0,1,65,163.859024,161.5539551
1741,1,45,24.09897804,1,1,,,2,4,1,2,1,3,,,,,,,,,,,,,,,,,,,,,21097.5,2,7755,7660.396973,2,42195,2,17634,17523.66797,2,40,0,0,30,,
1742,1,37,24.37873268,,,,,3,6,1,1,1,1,5000,4,1616,1628.51709,2,,,,,,,,,,,,,,,,21097.5,2,7920,7821.354004,2,,,,,,30,0,1,30,,
1743,1,42,24.18745041,1,,1,,3,7,1,3,2,2,5000,3,1630,1630,2,10000,4,3442,3537.043457,3,,,,,,,,,,,,,,,,42195,2,17171,17066.36719,2,44,0,1,28,,
1744,1,36,30.29488754,1,1,,,1,2,1,2,3,1,,,,,,,,,,,,,,,,,,,,,21097.5,2,7380,7294.274414,1,42195,3,16585,16585,1,40,0,0,30,266.1868591,
1745,1,38,20.86985588,,,,,3,6,1,2,2,2,5000,4,1295,1303.025879,2,10000,3,2698,2698,1,,,,,,,,,,,21097.5,2,6288,6225.659668,2,,,,,,30,1,1,26,,
1746,1,31,28.2003727,,,,,2,3,0,2,3,1,5000,3,1350,1350,2,10000,3,2770,2770,2,,,,,,,,,,,21097.5,2,7131,7050.930176,2,,,,,,15,1,0,20,,
1747,1,25,26.7320137,,,,,2,4,1,2,3,1,5000,3,1621,1621,2,,,,,,8045,3,2915,2915.000244,3,,,,,,,,,,,,,,,,18,1,0,12,,
1748,1,24,22.17183113,,,,,1,2,1,2,3,3,5000,2,2297,2183.696533,2,10000,3,4926,4926.000488,4,,,,,,,,,,,,,,,,,,,,,1,0,0,0,,
1749,1,31,21.81818199,1,1,1,1,1,2,1,2,3,1,5000,3,1447,1447,3,,,,,,,,,,,,,,,,21097.5,3,6841,6841,3,42195,4,14526,14733.96777,2,30,0,0,25,254.6631927,254.6105194
1750,1,34,21.74523163,1,,,,1,1,0,2,2,1,,,,,,10000,2,2693,2675.307373,2,,,,,,,,,,,21097.5,1,6000,,3,42195,3,12180,12180,2,50,0,0,40,,
1751,1,39,20.90348053,,,,,2,4,0,2,3,1,5000,4,985,989.6363525,2,,,,,,8045,3,1610,1610,2,,,,,,,,,,,,,,,,50,0,0,30,,
1752,1,44,25.16514397,,,,,2,3,0,2,1,1,5000,4,1541,1552.378174,2,,,,,,,,,,,,,,,,21097.5,4,7197,7445.481934,2,,,,,,15,1,1,30,,
1753,1,26,23.18720627,,,,,2,4,0,2,2,3,5000,4,1453,1463.11145,3,10000,4,2776,2837.493164,3,,,,,,,,,,,21097.5,4,7570,7845.398926,3,,,,,,22,1,0,18.63999939,,
1754,1,16,20.81165504,,,,,2,4,1,2,3,3,5000,4,1086,1091.638672,2,,,,,,8045,4,2225,2324.649902,3,,,,,,,,,,,,,,,,26,1,1,21,,
1755,1,34,23.08344269,1,1,,,3,8,0,1,3,1,5000,1,1247,,2,,,,,,,,,,,,,,,,21097.5,4,5690,5844.20166,1,42195,2,12484,12428.60156,2,50,1,1,38,215.6353912,
1756,1,39,35.74497223,,,,,3,6,0,2,3,2,5000,3,1578,1578,3,10000,3,3578,3578,3,,,,,,,,,,,,,,,,,,,,,20,0,1,14,,
1757,1,65,22.30241966,,,,,2,5,0,2,1,2,5000,3,1223,1223,2,,,,,,,,,,,16090,1,4283,,2,21097.5,2,5713,5661.492676,2,,,,,,55,1,1,40,,
1758,1,30,21.75764084,,,,,2,3,1,2,2,2,,,,,,10000,2,3581,3549.782959,3,,,,,,,,,,,21097.5,4,7667,7949.632813,3,,,,,,22,0,0,18,,
1759,1,28,25.18257332,,,,,3,8,0,2,2,1,5000,2,1144,1115.182129,1,10000,2,2321,2307.845703,1,,,,,,,,,,,,,,,,,,,,,20,0,0,20,,
1760,1,46,20.86985588,1,1,1,1,1,1,1,2,1,1,5000,4,1440,1449.930664,2,,,,,,,,,,,,,,,,21097.5,3,7080,7080,1,42195,2,15600,15513.58984,1,50,1,1,48,,
1761,1,30,21.23309135,1,,,,1,1,1,2,2,3,,,,,,,,,,,8045,3,2880,2880,3,,,,,,,,,,,42195,3,15780,15779.99902,1,43,0,0,30,,
1762,1,35,22.01950264,,,,,2,3,1,2,1,1,5000,3,1590,1590,2,,,,,,,,,,,,,,,,21097.5,2,8160,8055.324707,2,,,,,,25,1,1,20,,
1763,1,36,19.29499054,,,,,1,1,1,2,2,2,5000,3,1352,1352,4,,,,,,8045,4,2291,2396.789795,4,,,,,,,,,,,42195,1,13693,,2,40,0,0,32,,
1764,1,47,22.84348106,,,,,3,7,0,2,1,1,5000,3,1200,1200,1,,,,,,,,,,,,,,,,21097.5,3,5860,5860,1,,,,,,40,1,1,35,,
1765,1,36,23.5923233,,,,,1,2,0,2,3,1,5000,4,1440,1449.930664,1,10000,3,3014,3014,2,,,,,,,,,,,21097.5,2,7680,7587.207031,2,,,,,,24,1,0,15,,
1766,1,27,24.54230499,,,,,1,2,0,2,1,1,5000,4,1420,1429.655884,1,10000,4,2860,2925.314453,1,,,,,,,,,,,21097.5,4,6866,7091.792969,1,,,,,,22,0,0,18,,
1767,1,38,21.87164688,,,,,2,3,1,2,1,2,5000,3,1753,1753,2,,,,,,,,,,,,,,,,21097.5,2,8604,8487.705078,2,,,,,,16,1,0,13,,
1768,1,29,29.21840668,,,,,2,3,0,2,1,3,,,,,,,,,,,,,,,,16090,2,5460,5275.475586,2,21097.5,2,7511,7422.222168,2,,,,,,23,1,0,18,,
1769,1,37,23.27125931,1,1,1,1,1,2,1,2,2,2,5000,4,1267,1274.681519,2,,,,,,,,,,,,,,,,21097.5,2,5817,5763.609375,1,42195,4,12826,12987.86621,1,50,1,1,35,,
1770,1,35,21.70465088,1,,,,1,2,1,2,1,1,,,,,,10000,4,2690,2747.702393,2,,,,,,,,,,,,,,,,42195,3,13484,13484,1,50,0,1,30,,
1771,1,41,22.47685242,1,1,1,1,2,3,1,2,2,2,,,,,,,,,,,8045,2,2700,2604.751709,1,,,,,,21097.5,3,7980,7980,2,42195,4,17280,17575.10156,2,40,0,0,20,,
1772,1,48,27.4961338,,,,,2,3,0,2,2,1,,,,,,10000,4,2646,2701.810547,2,,,,,,,,,,,21097.5,2,6070,6011.887207,1,,,,,,25,1,1,18,,
1773,1,28,20.77485466,,,,,2,4,0,2,3,2,5000,3,1295,1295,3,,,,,,,,,,,,,,,,21097.5,4,5890,6055.389648,1,42195,1,13712,,1,48,1,1,42,,221.937439
1774,1,60,24.55106735,,,,,2,4,0,2,3,1,5000,3,1698,1698.000122,3,10000,2,3419,3390.532227,2,,,,,,,,,,,,,,,,,,,,,5.5,0,1,10,,
1775,1,37,24.85058212,,,,,3,7,0,1,1,1,5000,3,1270,1270,2,,,,,,,,,,,,,,,,21097.5,2,5798,5744.955566,1,,,,,,25,0,1,24,,
1776,1,27,28.76840973,,,,,1,2,1,2,1,1,5000,4,1990,2009.015503,3,10000,3,3930,3930,3,,,,,,,,,,,,,,,,,,,,,12,0,0,10,,
1777,1,40,22.90776443,,,,,2,5,0,2,3,1,5000,3,1154,1154,1,10000,3,2476,2476,2,,,,,,,,,,,21097.5,4,5318,5452.459473,1,,,,,,43,1,1,31,,
1778,1,34,20.76318932,,,,,3,7,0,2,2,1,5000,4,1110,1115.891235,2,,,,,,8045,3,1850,1850,2,,,,,,21097.5,2,5275,5231.058105,1,,,,,,70,1,1,55,,
